Incident Date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
17-Dec-23,0154,N633ND,C172,2000,S46,Green,No,Burien,Washington
17-Dec-23,0108,9552H,C172,Unk,MFR,Unk,No,Medford,Oregon
17-Dec-23,1355,N902TS,BE95,5000,HCF,Blue,No,Honolulu,Hawaii
17-Dec-23,0030,UAL2111,B739,25500,ZHU,Green,No,Houston,Texas
17-Dec-23,0115,UAL1413,B739,5000,SCT,Green,No,San Diego,California
17-Dec-23,0230,UAL1761,B739,16000,NCT,Green,No,Mather,California
17-Dec-23,0515,ASA454,B739,5000,S46,Green,No,Burien,Washington
17-Dec-23,0630,ASA644,B739,25000,ZAB,Green,No,Albuquerque,New Mexico
17-Dec-23,0020,AAL2260,B738,7000,CLT,Green,No,Charlotte,North Carolina
17-Dec-23,0104,AAL1055,B738,2000,DFW,Green,No,Dallas-Fort Worth,Texas
17-Dec-23,0825,SCX3026,B738,10500,MCI,Green,No,Kansas City,Missouri
17-Dec-23,0239,CMP450,B738,Unk,ZSU,Unk,No,San Juan,Puerto Rico
17-Dec-23,0215,SWA1454,B737,10000,P50,Green,No,Phoenix,Arizona
17-Dec-23,0423,WJA1536,B737,21000,ZAB,Green,No,Albuquerque,New Mexico
17-Dec-23,0023,AAL2380,A321,5000,CLT,Green,No,Charlotte,North Carolina
17-Dec-23,0257,AAL2485,A21N,7000,P50,Green,No,Phoenix,Arizona
17-Dec-23,0541,FFT1247,A20N,8000,D01,Green,No,Denver,Colorado
18-Dec-23,0002,N245WT,SR22,2000,MIA,Green,No,Miami,Florida
18-Dec-23,0312,VAR478,SR20,2000,GYR,Green,No,Goodyear,Arizona
18-Dec-23,0041,DCM1610,PC12,24000,ZHU,Green,No,Houston,Texas
18-Dec-23,0119,SCU40,P28A,1700,RVS,Green,No,Tulsa,Oklahoma
18-Dec-23,0015,N973FX,HELO,1700,TUL,Green,No,Tulsa,Oklahoma
18-Dec-23,2345,SW02,HELO,6600,D01,Green,No,Denver,Colorado
18-Dec-23,2355,N523MT,HELO,1500,MEM,Green,No,Memphis,Tennessee
18-Dec-23,0210,N145SU,EC45,3500,SBP,Green,No,San Luis Obispo,California
18-Dec-23,0415,N601TA,EC35,4500,LBB,Green,No,Lubbock,Texas
18-Dec-23,0405,QXE2089,E75L,9000,S46,Green,No,Burien,Washington
18-Dec-23,0138,N781MM,E550,20600,ZAB,Green,No,Albuquerque,New Mexico
18-Dec-23,2315,ENY3457,E170,Unk,CLT,Unk,No,Charlotte,North Carolina
18-Dec-23,0106,UCA4269,E145,2000,BRO,Green,No,Brownsville,Texas
18-Dec-23,2347,PDT5752,E145,4000,CLT,Green,No,Charlotte,North Carolina
18-Dec-23,0220,EDV5216,CRJ2,13000,ZME,Green,No,Memphis,Tennessee
18-Dec-23,0310,LN28TX,C650,1500,JAN,Green,No,Jackson  ,Mississippi
18-Dec-23,1017,JLG297,C25G,1500,IND,Green,No,Indianapolis,Indiana
18-Dec-23,0041,N555JA,C25C,8000,D10,Green,No,Dallas-Fort Worth,Texas
18-Dec-23,1130,JLG304,C25B,3000,IND,Green,No,Indianapolis,Indiana
18-Dec-23,0140,FDY9414,C208,8000,ZME,Green,No,Memphis,Tennessee
18-Dec-23,2350,N9944Q,C172,2500,P31,Green,No,Pensacola,Florida
18-Dec-23,0457,LN911RL,BE9L,4000,ZDV,Green,No,Longmont,Colorado
18-Dec-23,2336,UPS2062,B767,2500,Y90,Green,No,Fort Wayne,Indiana
18-Dec-23,2336,UPS2062,B767,2500,Y90,Green,No,Fort Wayne,Indiana
18-Dec-23,0146,ASA632,B739,26100,ZAB,Green,No,Albuquerque,New Mexico
18-Dec-23,0517,ASA435,B739,34000,ZDV,Green,No,Longmont,Colorado
18-Dec-23,0100,AAL1863,B738,8400,D10,Green,No,Dallas-Fort Worth,Texas
18-Dec-23,0204,AAL2892,B738,2800,AUS,Green,No,Austin,Texas
18-Dec-23,0307,SWA2593,B738,1600,TPA,Green,No,Tampa,Florida
18-Dec-23,0454,AAL790,B738,6700,COS,Green,No,Colorado Springs,Colorado
18-Dec-23,0232,SWA2191,B737,1500,PBI,Green,No,West Palm Beach,Florida
18-Dec-23,0310,AAL860,B38M,5000,P50,Green,No,Phoenix,Arizona
18-Dec-23,0358,SWA3128,B38M,7000,P80,Green,No,Portland,Oregon
18-Dec-23,0405,SWA2663,B38M,3000,MCI,Green,No,Kansas City,Missouri
18-Dec-23,0122,CYC885,B350,3500,PSP,Green,No,Palm Springs,California
18-Dec-23,0141,DAL1719,A321,23400,ZAB,Green,No,Albuquerque,New Mexico
18-Dec-23,0342,AAL1458,A321,2500,OKC,Green,No,Oklahoma City,Oklahoma
18-Dec-23,0603,NKS1202,A321,16000,D01,Green,No,Denver,Colorado
18-Dec-23,0257,NKS1183,A320,2000,TPA,Blue,No,Tampa,Florida
18-Dec-23,0301,DAL325,A21N,4000,P50,Green,No,Phoenix,Arizona
18-Dec-23,0345,FFT2697,A21N,3000,PHX,Green,No,Phoenix,Arizona
19-Dec-23,0125,N456AJ,R66,6700,COS,Green,No,Colorado Springs,Colorado
19-Dec-23,0221,OXF9864,PA44,7500,U90,Green,No,Tucson,Arizona
19-Dec-23,0348,N2940Q,PA28,9500,R90,Green,No,Bellevue,Nebraska
19-Dec-23,0012,N2108C,P28A,2600,M98,Blue,No,Minneapolis,Minnesota
19-Dec-23,0920,N8136Q,P28A,4500,P50,Blue,No,Phoenix,Arizona
19-Dec-23,0004,N616GA,GLF6,5000,PVU,Green,No,Provo,Utah
19-Dec-23,0351,N45RT,F2TH,3000,Y90,Green,No,Fort Wayne,Indiana
19-Dec-23,1214,N215BV,E550,1000,SAT,Green,No,San Antonio,Texas
19-Dec-23,0120,RPA3510,E175,2000,EWR,Green,No,Newark,New Jersey
19-Dec-23,0011,JSX285,E145,Unk,ZFW,Unk,No,Fort Worth,Texas
19-Dec-23,0055,EDV5407,CRJ9,1500,LGA,Green,No,New York,New York
19-Dec-23,0227,GJS4440,CRJ7,6000,BGM,Red and Blue,No,Binghamton,New York
19-Dec-23,0338,GJS4440,CRJ7,6000,BGM,Blue and White,No,Binghamton,New York
19-Dec-23,0349,SKW5542,CRJ2,3600,MKE,Green,No,Milwaukee,Wisconsin
19-Dec-23,0200,CFS7696,C408,2800,ONT,Green,No,Ontario,California
19-Dec-23,0050,N319ME,C172,3900,MAF,Green,No,Midland,Texas
19-Dec-23,0220,N550LA,C172,2200,DVT,Green,No,Phoenix,Arizona
19-Dec-23,0238,N2659Z,C172,2200,AFW,Green,No,Fort Worth ,Texas
19-Dec-23,0345,CXK601,C172,2500,SAT,Green,No,San Antonio,Texas
19-Dec-23,0620,N7157G,C172,4500,M03,Green,No,Memphis,Tennessee
19-Dec-23,0149,N2131W,BE23,2500,CHD,Green,No,Chandler,Arizona
19-Dec-23,0659,CAL5345,B77L,18000,NCT,Green,No,Mather,California
19-Dec-23,0005,CKS2176,B744,5000,MDT,Green,No,Harrisburg,Pennsylvania
19-Dec-23,0103,ASA346,B739,7000,S46,Green,No,Burien,Washington
19-Dec-23,0106,ASA297,B739,34000,ZKC,Green,No,Olathe,Kansas
19-Dec-23,0510,DAL933,B739,12000,NCT,Green,No,Mather,California
19-Dec-23,0347,ASA1245,B739,Unk,P80,Unk,No,Portland,Oregon
19-Dec-23,0050,SWA336,B738,10000,AUS,Green,No,Austin,Texas
19-Dec-23,0058,AAL2906,B738,10000,ZAU,Green,No,Aurora,Illinois
19-Dec-23,0055,AAL2906,B738,12000,C90,Green,No,Elgin,Illinois
19-Dec-23,0155,AAL1724,B738,35000,ZME,Green,No,Memphis,Tennessee
19-Dec-23,0321,AMX664,B738,37000,ZLA,Green,No,Palmsdale,California
19-Dec-23,0605,DAL2110,B738,5000,SCT,Green,No,San Diego,California
19-Dec-23,0010,SWA2082,B737,600,ROC,Green,No,Rochester,New York
19-Dec-23,0016,SWA4301,B737,5000,I90,Unk,No,Houston,Texas
19-Dec-23,0103,SWA121,B737,7000,DEN,Unk,No,Denver,Colorado
19-Dec-23,0224,SWA1422,B737,1000,HOU,Green,No,Houston,Texas
19-Dec-23,0430,SWA3222,B737,8000,BHM,Green,No,Birmingham,Alabama
19-Dec-23,0340,LSTR2,B407,5000,AMA,Green,No,Amarillo,Texas
19-Dec-23,0124,SWR18P,A330,1000,EWR,Green,No,Newark,New Jersey
19-Dec-23,0245,AAL2761,A321,2700,PHX,Green,No,Phoenix,Arizona
19-Dec-23,0121,UAL791,A320,3000,EWR,Green,No,Newark,New Jersey
19-Dec-23,2249,JBU435,A320,3500,ZSU,Green,No,San Juan,Puerto Rico
19-Dec-23,0343,FDX1105,A306,2300,IAH,Green,No,Houston,Texas
19-Dec-23,0423,FDX1121,A306,4000,SAT,Green,No,San Antonio,Texas
19-Dec-23,0327,NKS3158,A20N,1000,MIA,Green,No,Miami,Florida
19-Dec-23,0721,NKS1723,A20N,6000,P80,Green,No,Portland,Oregon
20-Dec-23,0233,GUARD01,UH60,1600,SSF,Green,No,San Antonio,Texas
20-Dec-23,0237,N62JR,SR22,11000,ZLA,Green,No,Palmsdale,California
20-Dec-23,2208,N683TY,R44,1500,HPN,Green,No,White Plains,New York
20-Dec-23,0019,N272GT,PA44,3500,P31,Green,No,Pensacola,Florida
20-Dec-23,0330,SKW5535,E75L,Unk,FSD,Green,No,Sioux Falls,South Dakota
20-Dec-23,0013,JBU1331,E190,3000,N90,Green,No,Westbury,New York
20-Dec-23,0245,PDT5948,E145,14000,ZTL,Green,No,Hampton,Georgia
20-Dec-23,0212,AMF939,E120,3000,PHX,Green,No,Phoenix,Arizona
20-Dec-23,0146,N121NG,DA40,6000,ZME,Green,No,Memphis,Tennessee
20-Dec-23,0448,JIA5283,CRJ7,3000,MHT,Green,No,Manchester,New Hampshire
20-Dec-23,0059,SKW4665,CRJ2,12000,D01,Green,No,Denver,Colorado
20-Dec-23,0134,N920RC,C404,6000,P50,Green,No,Phoenix,Arizona
20-Dec-23,0109,CFS7775,C208,6000,P50,Green,No,Phoenix,Arizona
20-Dec-23,0211,FDY496,C208,8000,ZAU,Green,No,Aurora,Illinois
20-Dec-23,0240,SRVY2,C208,6500,U90,Green,No,Tucson,Arizona
20-Dec-23,0652,FDY73,C208,2400,HCF,Green,No,Honolulu,Hawaii
20-Dec-23,0648,FDY73,C208,2500,OGG,Green,No,Kahului,Hawaii
20-Dec-23,0225,FDY463,C206,3100,T75,Green,No,St. Charles,Missouri
20-Dec-23,2319,N974TH,C172,Unk,RDG,Unk,No,Reading,Pennsylvania
20-Dec-23,0017,CAP1264,C172,3500,HUF,Green,No,Terre Haute,Indiana
20-Dec-23,0023,N7198Q,C172,3000,TPA,Green,No,Tampa,Florida
20-Dec-23,0401,BAW28F,B77W,28000,ZLA,Green,No,Palmsdale,California
20-Dec-23,0821,UPS9813,B757,11000,CLE,Green,No,Cleveland,Ohio
20-Dec-23,0605,FDX1682,B752,4000,IND,Green,No,Indianapolis,Indiana
20-Dec-23,0800,UPS9813,B752,11000,ZOB,Green,No,Oberlin,Ohio
20-Dec-23,2347,CLX71A,B747,16000,ZME,Green,No,Memphis,Tennessee
20-Dec-23,0230,DAL2350,B739,32000,ZTL,Green,No,Hampton,Georgia
20-Dec-23,0300,UAL2723,B739,33000,ZFW,Green,No,Fort Worth,Texas
20-Dec-23,0153,ASA367,B739,1000,MCO,Green,No,Orlando,Florida
20-Dec-23,0403,DAL2074,B739,11000,IND,Blue,No,Indianapolis,Indiana
20-Dec-23,0356,ASA1245,B739,21000,ZSE,Green,No,Auburn,Washington
20-Dec-23,0828,ASA394,B739,11000,ZSE,Green,No,Auburn,Washington
20-Dec-23,0810,SCX3059,B738,4000,M98,Blue,No,Minneapolis,Minnesota
20-Dec-23,0021,UAL2161,B737,3000,EWR,Green,No,Newark,New Jersey
20-Dec-23,0128,SWA2955,B737,15000,ZFW,Green,No,Fort Worth,Texas
20-Dec-23,0402,DAL2074,B737,18000,ZAU,Blue,No,Aurora,Illinois
20-Dec-23,0713,ACA537,B38M,Unk,OGG,Unk,No,Kahului,Hawaii
20-Dec-23,0523,TROY123,AS50,Unk,ZHU,Unk,No,Houston,Texas
20-Dec-23,0508,N660AE,AS50,Unk,SAT,Unk,No,San Antonio,Texas
20-Dec-23,2329,TPA4085,A332,2000,MIA,Green,No,Miami,Florida
20-Dec-23,0008,AAL823,A321,4000,CLT,Green,No,Charlotte,North Carolina
20-Dec-23,0219,DAL1719,A321,23000,ZAB,Green,No,Albuquerque,New Mexico
20-Dec-23,0234,AAL1207,A321,2000,D10,Green,No,Dallas-Fort Worth,Texas
20-Dec-23,0256,NKS2458,A321,2000,DFW,Green,No,Dallas-Fort Worth,Texas
20-Dec-23,0500,DAL2138,A321,Unk,PWM,Unk,No,Portland,Maine
20-Dec-23,0255,UAL2488,A320,37000,ZFW,Green,No,Fort Worth,Texas
20-Dec-23,0015,AAL1168,A319,9000,CLT,Green,No,Charlotte,North Carolina
20-Dec-23,0000,FDX3722,A306,3000,IND,Green,No,Indianapolis,Indiana
20-Dec-23,0325,UPS4608,A306,10000,C90,Green,No,Elgin,Illinois
20-Dec-23,0340,FDX1121,A306,4000,SAT,Green,No,San Antonio,Texas
20-Dec-23,0640,HAL40,A21N,7500,P80,Green,No,Portland,Oregon
21-Dec-23,0026,N899J,SR22,3000,JAX,Green,No,Jacksonville,Florida
21-Dec-23,0034,N537AB,SR22,2500,MKC,Green,No,Kansas City,Missouri
21-Dec-23,0242,N121TX,SF50,8000,ELP,Green,No,El Paso,Texas
21-Dec-23,0305,WF78,PA44,9500,S56,Green,No,Salt Lake City,Utah
21-Dec-23,0028,N703CA,P28A,5000,CHA,Green,No,Chattanooga,Tennessee
21-Dec-23,0335,N339BG,P28A,5000,CMH,Green,No,Columbus,Ohio
21-Dec-23,0338,MT05,HELO,2700,LAS,Green,No,Las Vegas,Nevada
21-Dec-23,0108,N478GS,GLF4,2000,TPA,Green,No,Tampa,Florida
21-Dec-23,1047,N198LL,EC45,2400,HUF,Green,No,Terre Haute,Indiana
21-Dec-23,0426,SKW932M,E75L,7000,NCT,White,No,Mather,California
21-Dec-23,0228,XSR368,E55P,3000,MCI,Green,No,Kansas City,Missouri
21-Dec-23,0405,YEL82,E55P,34500,ZTL,Green,No,Hampton,Georgia
21-Dec-23,0046,ENY3888,E170,10000,MSN,Green,No,Madison,Wisconsin
21-Dec-23,0011,UCA4348,E145,2000,IAH,Green,No,Houston,Texas
21-Dec-23,0157,WF42,DA40,5400,S56,Green,No,Salt Lake City,Utah
21-Dec-23,0222,JIA5333,CRJ9,3000,CLT,Green,No,Charlotte,North Carolina
21-Dec-23,0411,JIA5450,CRJ9,23000,ZTL,Green,No,Hampton,Georgia
21-Dec-23,2353,EDV5092,CRJ9,3000,ROC,Green,No,Rochester,New York
21-Dec-23,0149,SKW4824,CRJ7,12000,D10,Green,No,Dallas-Fort Worth,Texas
21-Dec-23,0223,SKW6360,CRJ7,5000,LFT,Green,No,Lafayette,Louisiana
21-Dec-23,0400,SKW4841,CRJ7,3000,FSD,Green,No,Sioux Falls,South Dakota
21-Dec-23,0017,CHILI85,C5M,2500,SAT,Green,No,San Antonio,Texas
21-Dec-23,0325,EJA359,C550,4000,BNA,Red,No,Nashville,Tennessee
21-Dec-23,0038,N428BL,C182,2300,DSM,Green,No,Des Moines,Iowa
21-Dec-23,0036,N3873Q,C172,3000,TOL,Green,No,Toledo,Ohio
21-Dec-23,0147,N62875,C172,5000,ZME,Green,No,Memphis,Tennessee
21-Dec-23,0337,N537ND,C172,6800,D01,Green,No,Denver,Colorado
21-Dec-23,2316,N61WT,C172,5500,Y90,Green,No,Fort Wayne,Indiana
21-Dec-23,2320,N61676,C172,4500,FAY,Green,No,Fayetteville,North Carolina
21-Dec-23,0032,N1077B,BE35,2500,MSN,Green,No,Madison,Wisconsin
21-Dec-23,0023,N428MC,BE20,30000,ZTL,Green,No,Hampton,Georgia
21-Dec-23,0250,ATN3598,B763,25000,ZAB,Green,No,Albuquerque,New Mexico
21-Dec-23,0408,DAL2338,B752,23000,ZDC,Green,No,Leesburg,Virginia
21-Dec-23,0648,DAL8928,B752,4000,OKC,Green,No,Oklahoma City,Oklahoma
21-Dec-23,0201,UAL1897,B739,4000,C90,Green,No,Elgin,Illinois
21-Dec-23,0111,SCX363,B738,1000,TPA,Blue,No,Tampa,Florida
21-Dec-23,0204,SWA3502,B737,3500,PHX,Green,No,Phoenix,Arizona
21-Dec-23,0328,AAL2339,B38M,7000,P50,Green,No,Phoenix,Arizona
21-Dec-23,0102,FH067,B06,500,PNS,Green,No,Pensacola,Florida
21-Dec-23,0238,VV7E130,B06,500,P31,Green,No,Pensacola,Florida
21-Dec-23,0131,DAL1519,A321,7000,M98,Green,No,Minneapolis,Minnesota
21-Dec-23,0217,AAL2902,A321,23000,ZLA,Green,No,Palmsdale,California
21-Dec-23,0008,AAY1873,A320,11000,GSP,Green,No,Greer,South Carolina
21-Dec-23,0215,VIV165,A320,6000,SAT,Green,No,San Antonio,Texas
21-Dec-23,0708,VIV187,A320,15000,ZAU,Green,No,Aurora,Illinois
21-Dec-23,0021,DAL1317,A319,2000,IAH,Green,No,Houston,Texas
21-Dec-23,0509,AAL966,A319,23000,ZDC,Green,No,Leesburg,Virginia
21-Dec-23,0440,FFT1724,A20N,25000,ZAB,Green,No,Albuquerque,New Mexico
21-Dec-23,0058,EB627,A119,800,PNS,Green,No,Pensacola,Florida
22-Dec-23,0130,N63HL,SR22,Unk,PCT,Unk,No,Warrenton,Virginia
22-Dec-23,0318,N878CF,S22T,8000,ZID,Green,No,Indianapolis,Indiana
22-Dec-23,0036,N2137N,PA28,6000,ZDV,Green,No,Longmont,Colorado
22-Dec-23,2145,N515AC,PA28,3600,BAF,Green,No,Westfield/Springfield,Massachusetts
22-Dec-23,0236,N787RP,P28A,3200,CHD,Green,No,Chandler,Arizona
22-Dec-23,0023,N3251F,M20P,4000,ZME,Green,No,Memphis,Tennessee
22-Dec-23,0223,HPD78F,HELO,800,IAH,Green,No,Houston,Texas
22-Dec-23,0411,EJM44,GLEX,300,OPF,Red,No,Miami,Florida
22-Dec-23,0021,ASH6318,E75L,7000,I90,Green,No,Houston,Texas
22-Dec-23,0327,SKW3113,E75L,11000,S56,Green,No,Salt Lake City,Utah
22-Dec-23,0509,SKW3712,E75L,6000,NCT,Blue,No,Mather,California
22-Dec-23,0416,ENY3308,E170,13000,ZJX,Blue,No,Hillard,Florida
22-Dec-23,0025,ERU309,DA42,8000,SAV,Green,No,Savannah,Georgia
22-Dec-23,0325,JIA5457,CRJ9,6000,AVL,Green,No,Asheville,North Carolina
22-Dec-23,2343,N889TA,C25M,9800,MOB,Green,No,Mobile,Alabama
22-Dec-23,0424,N5013R,C172,2600,CHD,Green,No,Chandler,Arizona
22-Dec-23,2220,N503SP,C172,5500,PVD,Green,No,Providence,Rhode Island
22-Dec-23,2252,N7334P,C172,3000,N90,Green,No,Westbury,New York
22-Dec-23,0046,UAL47,B777,3000,IAH,Green,No,Houston,Texas
22-Dec-23,2359,AAL1174,B767,800,JFK,Green,No,New York,New York
22-Dec-23,0506,FDX1638,B763,4000,IND,Green,No,Indianapolis,Indiana
22-Dec-23,1035,CKS2964,B747,6400,HCF,Green,No,Honolulu,Hawaii
22-Dec-23,0827,UAL1597,B73M,2000,SFO,Green,No,San Francisco,California
22-Dec-23,0330,UAL8124,B739,6500,RSW,Green,No,Fort Myers,Florida
22-Dec-23,0511,ASA391,B739,9500,S46,Green,No,Burien,Washington
22-Dec-23,0358,SWA2418,B738,2500,PHX,Green,No,Phoenix,Arizona
22-Dec-23,0648,ASA1184,B738,8000,SCT,Green,No,San Diego,California
22-Dec-23,0656,DAL2920,B738,6000,L30,Green,No,Las Vegas,Nevada
22-Dec-23,0702,DAL1672,B738,27000,ZAB,Green,No,Albuquerque,New Mexico
22-Dec-23,0144,AAL2349,B737,3000,PCT,Green,No,Warrenton,Virginia
22-Dec-23,0338,SWA1294,B737,2500,STL,Green,No,St. Louis,Missouri
22-Dec-23,0347,SWA639,B737,27000,ZID,Green,No,Indianapolis,Indiana
22-Dec-23,0250,SWA3443,B737,Unk,RSW,Unk,No,Fort Myers,Florida
22-Dec-23,0507,DAL2043,B712,20000,ZTL,Green,No,Hampton,Georgia
22-Dec-23,0645,SWA2324,B38M,7000,SCT,Green,No,San Diego,California
22-Dec-23,0044,MTN7110,AT76,4000,ZSU,Green,No,San Juan,Puerto Rico
22-Dec-23,0652,FBU37M,A359,10000,SCT,Green,No,San Diego,California
22-Dec-23,0316,AVA244,A319,2000,JFK,Green,No,New York,New York
22-Dec-23,0654,DAL2653,A319,7000,L30,Green,No,Las Vegas,Nevada
22-Dec-23,0700,AAY1630,A319,7000,FAT,Green,No,Fresno,California
22-Dec-23,0139,AAL1931,A21N,7600,PCT,Green,No,Warrenton,Virginia
22-Dec-23,0912,AAL2205,A21N,1500,HCF,Purple,No,Honolulu,Hawaii
22-Dec-23,0647,NKS876,A20N,8000,SCT,Green,No,San Diego,California
22-Dec-23,0015,SKW5723,,1300,IAH,Green,No,Houston,Texas
22-Dec-23,1213,PDT5816,,9000,PHL,Green,No,Philadelphia,Pennsylvania
23-Dec-23,0513,N434LR,PC12,10000,PCT,Green,No,Warrenton,Virginia
23-Dec-23,0020,N7229J,P28A,6000,CLE,Green,No,Cleveland,Ohio
23-Dec-23,0135,N720GG,LJ45,3900,ZHU,Green,No,Houston,Texas
23-Dec-23,0220,N342SG,LJ45,9000,D01,Blue,No,Denver,Colorado
23-Dec-23,2350,N848N,H25B,1600,GPT,Green,No,Gulfport,Mississippi
23-Dec-23,2343,N412JK,GA5C,20000,ZMA,Green,No,Melbourne,Florida
23-Dec-23,0040,RPA4719,E75L,1300,IND,Blue,No,Indianapolis,Indiana
23-Dec-23,0355,SKW3489,E75L,12000,ZSE,Green,No,Auburn,Washington
23-Dec-23,0358,QXE2064,E75L,1000,PDX,Green,No,Portland,Oregon
23-Dec-23,0401,SKW5263,E75L,7600,ZLC,Green,No,Salt Lake City,Utah
23-Dec-23,0909,QXE2066,E75L,6000,ZSE,Green,No,Auburn,Washington
23-Dec-23,0456,HOGAN32,E6,10000,NCT,Green,No,Mather,California
23-Dec-23,2325,ENY3422,E170,10000,BHM,Green,No,Birmingham,Alabama
23-Dec-23,0210,PDT5916,E145,6000,AGS,Green,No,Augusta,Georgia
23-Dec-23,0631,PDT5701,E145,5000,ZOB,Green,No,Oberlin,Ohio
23-Dec-23,2338,EDV5470,CRJ9,5000,BTR,Green,No,Baton Rouge,Louisiana
23-Dec-23,0627,SKW3169,CRJ7,3800,TUS,Green,No,Tucson,Arizona
23-Dec-23,0427,N6197D,C510,16000,NCT,Green,No,Mather,California
23-Dec-23,0633,BVN7518,C208,8000,ZME,Green,No,Memphis,Tennessee
23-Dec-23,0410,N6769H,C172,1100,RHV,Green,No,San Jose,California
23-Dec-23,0424,N1926F,C172,5000,NCT,Green,No,Mather,California
23-Dec-23,0343,AMF2217,BE99,2000,DFW,Green,No,Dallas-Fort Worth,Texas
23-Dec-23,0416,UAL2341,B739,600,LAX,Green,No,Los Angeles,California
23-Dec-23,0057,GTI3695,B738,9000,CVG,Green,No,Covington,Kentucky
23-Dec-23,0629,AAL1133,B738,5500,PCT,Green,No,Warrenton,Virginia
23-Dec-23,0459,DAL2379,B737,3000,M03,Green,No,Memphis,Tennessee
23-Dec-23,0228,DAL2275,B712,5200,AVL,Green,No,Asheville,North Carolina
23-Dec-23,2354,DAL2418,B712,15000,ZTL,Green,No,Hampton,Georgia
23-Dec-23,0035,NEWS1,B06,1800,SAT,Green,No,San Antonio,Texas
